id,seq,delay
node-1-3172115491,0,405
node-1-3172115491,1,307
node-2-1745005056,0,347
node-1-3172115491,2,399
node-1-3172115491,3,303
node-2-1745005056,1,382
node-1-3172115491,4,215
node-2-1745005056,2,286
node-3-541555908,0,499
node-2-1745005056,3,207
node-3-541555908,1,401
node-3-541555908,2,306
node-1-3172115491,5,184
node-3-541555908,3,248
node-2-1745005056,4,187
node-1-3172115491,6,180
node-3-541555908,4,246
node-2-1745005056,5,207
node-1-3172115491,7,186
node-3-541555908,5,243
node-2-1745005056,6,206
node-1-3172115491,8,180
node-3-541555908,6,246
node-2-1745005056,7,207
node-1-3172115491,9,174
node-3-541555908,7,242
node-2-1745005056,8,184
node-3-541555908,8,248
node-2-1745005056,9,214
node-6-3948173767,0,299
node-1-3172115491,10,284
node-6-3948173767,1,198
node-3-541555908,9,250
node-1-3172115491,11,232
node-9-2093106074,0,289
node-2-1745005056,10,329
node-7-2919442036,0,355
node-3-541555908,10,344
node-9-2093106074,1,379
node-1-3172115491,12,391
node-9-2093106074,2,304
node-3-541555908,11,357
node-7-2919442036,1,391
node-1-3172115491,13,310
node-2-1745005056,11,381
node-3-541555908,12,277
node-1-3172115491,14,229
node-7-2919442036,2,288
node-9-2093106074,3,235
node-8-3373022119,0,495
node-2-1745005056,12,301
node-7-2919442036,3,200
node-2-1745005056,13,208
node-8-3373022119,1,396
node-8-3373022119,2,305
node-9-2093106074,4,170
node-3-541555908,13,227
node-1-3172115491,15,181
node-8-3373022119,3,232
node-7-2919442036,4,181
node-2-1745005056,14,207
node-9-2093106074,5,161
node-3-541555908,14,232
node-1-3172115491,16,182
node-8-3373022119,4,242
node-2-1745005056,15,182
node-7-2919442036,5,204
node-9-2093106074,6,160
node-3-541555908,15,233
node-1-3172115491,17,188
node-8-3373022119,5,228
node-2-1745005056,16,206
node-7-2919442036,6,204
node-9-2093106074,7,162
node-3-541555908,16,229
node-1-3172115491,18,173
node-8-3373022119,6,228
node-6-3948173767,2,843
node-6-3948173767,3,741
node-6-3948173767,4,634
node-6-3948173767,5,530
node-6-3948173767,6,429
node-6-3948173767,7,327
node-6-3948173767,8,225
node-2-1745005056,17,211
node-7-2919442036,7,206
node-9-2093106074,8,163
node-6-3948173767,9,179
node-3-541555908,17,233
node-1-3172115491,19,175
node-8-3373022119,7,233
node-2-1745005056,18,210
node-7-2919442036,8,207
node-3-541555908,18,250
node-9-2093106074,9,202
node-2-1745005056,19,197
node-7-2919442036,9,192
node-11-2337499985,0,290
node-6-3948173767,10,272
node-1-3172115491,20,262
node-3-541555908,19,264
node-9-2093106074,10,262
node-14-373569397,0,284
node-11-2337499985,1,362
node-12-1316631734,0,366
node-7-2919442036,10,333
node-9-2093106074,11,384
node-14-373569397,1,399
node-11-2337499985,2,406
node-3-541555908,20,456
node-9-2093106074,12,314
node-11-2337499985,3,320
node-9-2093106074,13,223
node-12-1316631734,1,418
node-11-2337499985,4,237
node-14-373569397,2,325
node-13-949972000,0,508
node-2-1745005056,20,507
node-12-1316631734,2,310
node-2-1745005056,21,407
node-7-2919442036,11,405
node-14-373569397,3,234
node-12-1316631734,3,213
node-3-541555908,21,406
node-13-949972000,1,426
node-13-949972000,2,327
node-9-2093106074,14,164
node-3-541555908,22,317
node-11-2337499985,5,179
node-14-373569397,4,164
node-13-949972000,3,244
node-3-541555908,23,242
node-8-3373022119,8,737
node-8-3373022119,9,635
node-8-3373022119,10,525
node-8-3373022119,11,424
node-8-3373022119,12,322
node-8-3373022119,13,233
node-12-1316631734,4,175
node-9-2093106074,15,158
node-3-541555908,24,233
node-14-373569397,5,169
node-13-949972000,4,254
