id,seq,delay
node-4-287127972,0,320
node-2-1745005056,0,337
node-4-287127972,1,382
node-4-287127972,2,289
node-2-1745005056,1,372
node-2-1745005056,2,276
node-2-1745005056,3,197
node-4-287127972,3,228
node-3-541555908,0,505
node-3-541555908,1,408
node-3-541555908,2,316
node-4-287127972,4,168
node-3-541555908,3,254
node-2-1745005056,4,180
node-4-287127972,5,178
node-3-541555908,4,253
node-2-1745005056,5,176
node-4-287127972,6,179
node-3-541555908,5,247
node-2-1745005056,6,174
node-4-287127972,7,176
node-3-541555908,6,249
node-6-3948173767,0,14
node-2-1745005056,7,171
node-4-287127972,8,182
node-6-3948173767,1,9
node-3-541555908,7,250
node-2-1745005056,8,177
node-3-541555908,8,253
node-2-1745005056,9,174
node-3-541555908,9,260
node-9-2093106074,0,297
node-2-1745005056,10,318
node-7-2919442036,0,343
node-3-541555908,10,347
node-4-287127972,9,563
node-6-3948173767,2,382
node-6-3948173767,3,280
node-6-3948173767,4,173
node-4-287127972,10,461
node-6-3948173767,5,69
node-9-2093106074,1,382
node-4-287127972,11,378
node-7-2919442036,1,382
node-4-287127972,12,293
node-2-1745005056,11,370
node-9-2093106074,2,313
node-3-541555908,11,363
node-6-3948173767,6,18
node-4-287127972,13,209
node-7-2919442036,2,276
node-2-1745005056,12,285
node-3-541555908,12,277
node-2-1745005056,13,197
node-7-2919442036,3,196
node-9-2093106074,3,241
node-8-3373022119,0,502
node-8-3373022119,1,403
node-8-3373022119,2,309
node-9-2093106074,4,179
node-3-541555908,13,233
node-4-287127972,14,191
node-8-3373022119,3,235
node-6-3948173767,7,15
node-2-1745005056,14,179
node-7-2919442036,4,173
node-9-2093106074,5,170
node-4-287127972,15,173
node-6-3948173767,8,14
node-2-1745005056,15,173
node-8-3373022119,4,245
node-9-2093106074,6,162
node-4-287127972,16,164
node-6-3948173767,9,11
node-8-3373022119,5,236
node-2-1745005056,16,172
node-9-2093106074,7,164
node-4-287127972,17,173
node-11-2337499985,0,16
node-8-3373022119,6,235
node-2-1745005056,17,176
node-6-3948173767,10,20
node-4-287127972,18,169
node-6-3948173767,11,8
node-2-1745005056,18,179
node-8-3373022119,7,248
node-3-541555908,14,596
node-3-541555908,15,494
node-3-541555908,16,393
node-3-541555908,17,292
node-11-2337499985,1,57
node-3-541555908,18,240
node-4-287127972,19,178
node-7-2919442036,5,566
node-7-2919442036,6,465
node-7-2919442036,7,362
node-7-2919442036,8,261
node-2-1745005056,19,179
node-7-2919442036,9,174
node-3-541555908,19,268
node-14-373569397,0,298
node-11-2337499985,2,185
node-6-3948173767,12,187
node-9-2093106074,8,562
node-9-2093106074,9,461
node-9-2093106074,10,359
node-11-2337499985,3,262
node-6-3948173767,13,264
node-8-3373022119,8,604
node-8-3373022119,9,502
node-11-2337499985,4,184
node-6-3948173767,14,187
node-11-2337499985,5,111
node-11-2337499985,6,25
node-11-2337499985,7,12
node-11-2337499985,8,29
node-12-1316631734,0,768
node-4-287127972,20,766
node-6-3948173767,15,372
node-7-2919442036,10,742
node-11-2337499985,9,27
node-13-949972000,0,897
node-3-541555908,20,885
node-14-373569397,1,850
node-9-2093106074,11,848
node-12-1316631734,1,839
node-4-287127972,21,837
node-6-3948173767,16,444
node-8-3373022119,10,875
node-11-2337499985,10,41
node-2-1745005056,20,922
node-2-1745005056,21,824
node-7-2919442036,11,819
node-13-949972000,1,830
node-3-541555908,21,817
node-9-2093106074,12,772
node-8-3373022119,11,794
node-4-287127972,22,765
node-14-373569397,2,770
node-7-2919442036,12,740
node-12-1316631734,2,764
node-2-1745005056,22,755
node-13-949972000,2,764
node-3-541555908,22,749
node-9-2093106074,13,700
node-8-3373022119,12,719
node-4-287127972,23,692
node-14-373569397,3,690
node-12-1316631734,3,665
node-2-1745005056,23,665
node-7-2919442036,13,661
node-13-949972000,3,669
node-13-949972000,4,565
node-13-949972000,5,464
node-3-541555908,23,660
node-3-541555908,24,557
node-3-541555908,25,455
node-9-2093106074,14,615
node-14-373569397,4,603
node-14-373569397,5,491
node-8-3373022119,13,637
node-8-3373022119,14,535
node-8-3373022119,15,434
node-4-287127972,24,608
node-3-541555908,26,362
node-13-949972000,6,371
node-14-373569397,6,392
node-8-3373022119,16,335
node-6-3948173767,17,417
node-4-287127972,25,503
node-3-541555908,27,261
node-13-949972000,7,269
node-14-373569397,7,291
node-6-3948173767,18,316
node-4-287127972,26,401
node-14-373569397,8,189
node-6-3948173767,19,215
node-4-287127972,27,299
node-6-3948173767,20,113
node-4-287127972,28,198
node-6-3948173767,21,12
node-12-1316631734,4,582
node-7-2919442036,14,576
node-8-3373022119,17,240
node-11-2337499985,11,15
node-2-1745005056,24,574
node-2-1745005056,25,473
node-2-1745005056,26,372
node-2-1745005056,27,271
node-9-2093106074,15,567
node-9-2093106074,16,466
node-4-287127972,29,167
node-14-373569397,9,170
node-12-1316631734,5,567
node-12-1316631734,6,466
node-12-1316631734,7,361
node-6-3948173767,22,10
node-7-2919442036,15,568
node-7-2919442036,16,467
node-7-2919442036,17,364
node-7-2919442036,18,263
node-8-3373022119,18,242
node-11-2337499985,12,19
node-7-2919442036,19,179
node-4-287127972,30,172
node-14-373569397,10,174
node-6-3948173767,23,7
node-11-2337499985,13,12
node-7-2919442036,20,195
node-9-2093106074,17,570
